date,address,type,WAT,risk_level,risk_description
2023-09-21,0x45289007706e7ee7b42b1fa506661d97740edfb4,Top_TVL_Risky_Pool,86,4,"The address was marked as red alarm on: https://dappbay.bnbchain.org/red-alarm.; The contract has some scam features such as Ponzi, Honeypot or fake token, please be careful of scam risk."
2023-09-21,0x799e1cf88a236e42b4a87c544a22a94ae95a6910,Top_TVL_Risky_Pool,84,4,"The address was marked as red alarm on: https://dappbay.bnbchain.org/red-alarm.; The contract contains some privileged role function which could mean some centralization risk, please be careful of rugpull risk."
2023-09-21,0x57ca2436f9f54f4909a521e24768e21e322cae88,Top_TVL_Risky_Pool,84,4,"The address was marked as red alarm on: https://dappbay.bnbchain.org/red-alarm.; The contract has some scam features such as Ponzi, Honeypot or fake token, please be careful of scam risk."
2023-09-21,0x32f1518baace69e85b9e5ff844ebd617c52573ac,Top_TVL_Risky_Pool,84,4,The address was marked as red alarm on: https://dappbay.bnbchain.org/red-alarm.
2023-09-21,0xcc780503e290274cfa8da085528067e259df58f0,Top_TVL_Risky_Pool,84,4,The address was marked as red alarm on: https://dappbay.bnbchain.org/red-alarm.
2023-09-21,0xfea292e5ea4510881bdb840e3cec63abd43f936f,Top_TVL_Risky_Pool,81,4,"The address was marked as red alarm on: https://dappbay.bnbchain.org/red-alarm.; The contract contains some backdoor function which could mean the owner has some potentially malicious intent, please be careful of rugpull risk."
2023-09-21,0x3ad9594151886ce8538c1ff615efa2385a8c3a88,Top_TVL_Risky_Pool,79,4,"The address is blacklisted based on threat intelligence or manual analysis.; The contract contains some privileged role function which could mean some centralization risk, please be careful of rugpull risk.; The contract has some scam features such as Ponzi, Honeypot or fake token, please be careful of scam risk."
2023-09-21,0x926ecc7687fcfb296e97a2b4501f41a6f5f8c214,Top_TVL_Risky_Pool,79,4,"The address was marked as red alarm on: https://dappbay.bnbchain.org/red-alarm.; The contract contains some backdoor function which could mean the owner has some potentially malicious intent, please be careful of rugpull risk.; The contract contains some privileged role function which could mean some centralization risk, please be careful of rugpull risk."
2023-09-21,0x1236a887ef31b4d32e1f0a2b5e4531f52cec7e75,Top_TVL_Risky_Pool,78,4,The address is blacklisted based on threat intelligence or manual analysis.; The address was marked as red alarm on: https://dappbay.bnbchain.org/red-alarm.
2023-09-21,0x641ec142e67ab213539815f67e4276975c2f8d50,Top_TVL_Risky_Pool,78,4,"The address was marked as red alarm on: https://dappbay.bnbchain.org/red-alarm.; The contract contains some backdoor function which could mean the owner has some potentially malicious intent, please be careful of rugpull risk.; The contract contains some privileged role function which could mean some centralization risk, please be careful of rugpull risk."
2023-09-21,0x988f7c894e4001eeb7b570cde80dffe21cf7b6b9,Top_TVL_Risky_Pool,76,4,"The address is blacklisted based on threat intelligence or manual analysis.; The address was marked as red alarm on: https://dappbay.bnbchain.org/red-alarm.; The contract contains some privileged role function which could mean some centralization risk, please be careful of rugpull risk."
2023-09-21,0xaecf6d1aff214fef70042740054f0f6d0caa98ab,Top_TVL_Risky_Pool,75,4,The address was marked as red alarm on: https://dappbay.bnbchain.org/red-alarm.
2023-09-21,0x7b3edf04a85556a85c68f270c0878544040ccf2a,Top_TVL_Risky_Pool,75,4,The address is blacklisted based on threat intelligence or manual analysis.; The address was marked as red alarm on: https://dappbay.bnbchain.org/red-alarm.
2023-09-21,0x014a087b646bd90e7dcead3993f49eb1f4b5f30a,Top_TVL_Risky_Pool,73,4,"The address is blacklisted based on threat intelligence or manual analysis.; The address was marked as red alarm on: https://dappbay.bnbchain.org/red-alarm.; The contract contains some backdoor function which could mean the owner has some potentially malicious intent, please be careful of rugpull risk."
2023-09-21,0x2fa6ee42bacf983f050210a1ca42f88686327fc9,Top_TVL_Risky_Pool,72,4,The address was marked as red alarm on: https://dappbay.bnbchain.org/red-alarm.
2023-09-21,0x2a9718deff471f3bb91fa0eceab14154f150a385,Top_TVL_Risky_Pool,72,4,"The address is blacklisted based on threat intelligence or manual analysis.; The contract contains some privileged role function which could mean some centralization risk, please be careful of rugpull risk."
2023-09-21,0xa03110800894b3ccf8723d991d80875561f96777,Top_TVL_Risky_Pool,69,5,The address is blacklisted based on threat intelligence or manual analysis.; The address was marked as red alarm on: https://dappbay.bnbchain.org/red-alarm.
2023-09-21,0x624b9b1ac0fb350aed8389a51b26e36147e158c3,Top_TVL_Risky_Pool,66,4,The address was marked as red alarm on: https://dappbay.bnbchain.org/red-alarm.
2023-09-21,0x4fc75a68c38a700aac53a34784d6d9917932ea0e,Top_TVL_Risky_Pool,66,5,The address is blacklisted based on threat intelligence or manual analysis.
2023-09-21,0x1fd6eed923829084cf7499d0c61990554dd61d15,Top_TVL_Risky_Pool,65,4,The address was marked as red alarm on: https://dappbay.bnbchain.org/red-alarm.
2023-09-21,0x0dfcb45eae071b3b846e220560bbcdd958414d78,Top_TVL_Risky_Pool,63,4,The address is blacklisted based on threat intelligence or manual analysis.; The address was marked as red alarm on: https://dappbay.bnbchain.org/red-alarm.
2023-09-21,0x29c55f1b02a95f0b30e61976835a3eee2359ad92,Top_TVL_Risky_Pool,63,5,The address was marked as red alarm on: https://dappbay.bnbchain.org/red-alarm.
2023-09-21,0x872a34ebb2d54af86827810eebc7b9dc6b2144aa,Top_TVL_Risky_Pool,62,4,The address is blacklisted based on threat intelligence or manual analysis.
2023-09-21,0xe11f1d5eee6be945bee3fa20dbf46febbc9f4a19,Top_TVL_Risky_Pool,61,4,The address was marked as red alarm on: https://dappbay.bnbchain.org/red-alarm.
2023-09-21,0x2a48ece377b87ce941406657b9278b4459595e06,Top_TVL_Risky_Pool,61,4,"The address is blacklisted based on threat intelligence or manual analysis.; The address was marked as red alarm on: https://dappbay.bnbchain.org/red-alarm.; The contract contains some backdoor function which could mean the owner has some potentially malicious intent, please be careful of rugpull risk.; The contract contains some privileged role function which could mean some centralization risk, please be careful of rugpull risk."
2023-09-21,0x94db03752342bc9b5bbf89e3bf0132494f0cb2b3,Top_TVL_Risky_Pool,59,4,"The address was marked as red alarm on: https://dappbay.bnbchain.org/red-alarm.; The contract contains some backdoor function which could mean the owner has some potentially malicious intent, please be careful of rugpull risk.; The contract contains some privileged role function which could mean some centralization risk, please be careful of rugpull risk."
2023-09-21,0x0566b9a8ffb8908682796751eed00722da967be0,Top_TVL_Risky_Pool,57,4,The address was marked as red alarm on: https://dappbay.bnbchain.org/red-alarm.
2023-09-21,0x78a499a998bdd5a84cf8b5abe49100d82de12f1c,Top_TVL_Risky_Pool,54,4,"The address is related to a coin mixer platform such as Tornado.Cash, which could mean some potential risks, please be careful of scam risk; The address was marked as red alarm on: https://dappbay.bnbchain.org/red-alarm.; The contract contains some privileged role function which could mean some centralization risk, please be careful of rugpull risk."
2023-09-21,0x9fbd6973f7e6e49eac8ff2eb857fdeed41d2e482,Top_TVL_Risky_Pool,52,4,The address is blacklisted based on threat intelligence or manual analysis.
2023-09-21,0x97149cd6f88adb6a6facbdf379cfebd4476a8d09,Top_TVL_Risky_Pool,50,4,"The contract is unverified which always indicates some potential risks, please be careful of scam or hack risk."
2023-09-21,0x7d4984490c4c68f8ead9dddca6d04c514ef77324,Top_TVL_Risky_Pool,50,4,"The address is related to a coin mixer platform such as Tornado.Cash, which could mean some potential risks, please be careful of scam risk; The address was marked as red alarm on: https://dappbay.bnbchain.org/red-alarm.; The contract contains some privileged role function which could mean some centralization risk, please be careful of rugpull risk."
2023-09-21,0x47f41a2b6e3cb035bb051f187f1908f51b7e5958,Top_TVL_Risky_Pool,47,4,The address was marked as red alarm on: https://dappbay.bnbchain.org/red-alarm.
2023-09-21,0xab287e6d370c61f105630e656b5468acb4d00423,Top_TVL_Risky_Pool,47,4,"The contract contains some privileged role function which could mean some centralization risk, please be careful of rugpull risk.; The contract has some scam features such as Ponzi, Honeypot or fake token, please be careful of scam risk."
2023-09-21,0x6d86f0a41c3966cef8ea139648db707e912563c9,Top_TVL_Risky_Pool,46,4,The address is blacklisted based on threat intelligence or manual analysis.
2023-09-21,0xee246aa7e2ecf136466c6fe4808f395861c6a04e,Top_TVL_Risky_Pool,46,4,The address is blacklisted based on threat intelligence or manual analysis.; The address is found to be associated with some already known malicious addresses.; The address was marked as red alarm on: https://dappbay.bnbchain.org/red-alarm.
2023-09-21,0x42269ac712372ac89a158ad5a32806c6b6782d66,Top_TVL_Risky_Pool,45,4,The address is blacklisted based on threat intelligence or manual analysis.; The address was marked as red alarm on: https://dappbay.bnbchain.org/red-alarm.
2023-09-21,0x000000000482aa9817645c3d56aa2230f6573532,Top_TVL_Risky_Pool,43,5,The address is blacklisted based on threat intelligence or manual analysis.; The address was marked as red alarm on: https://dappbay.bnbchain.org/red-alarm.
2023-09-21,0x9d173e6c594f479b4d47001f8e6a95a7adda42bc,Top_TVL_Risky_Pool,41,4,"The address was marked as red alarm on: https://dappbay.bnbchain.org/red-alarm.; The contract contains some privileged role function which could mean some centralization risk, please be careful of rugpull risk."
2023-09-21,0x1b818cecf52e3b47ee47f7c909e023e4d1b3027c,Top_TVL_Risky_Pool,39,4,The address was marked as red alarm on: https://dappbay.bnbchain.org/red-alarm.
2023-09-21,0x07b36f2549291d320132712a1e64d3826b1fb4d7,Top_TVL_Risky_Pool,39,4,"The address was marked as red alarm on: https://dappbay.bnbchain.org/red-alarm.; The contract contains some privileged role function which could mean some centralization risk, please be careful of rugpull risk."
2023-09-21,0xf4341fa52669cea0c1836095529a7e9b04b8b88d,Top_TVL_Risky_Pool,39,4,The address was marked as red alarm on: https://dappbay.bnbchain.org/red-alarm.
2023-09-21,0x7db5af2b9624e1b3b4bb69d6debd9ad1016a58ac,Top_TVL_Risky_Pool,39,4,"The address is blacklisted based on threat intelligence or manual analysis.; The address was marked as red alarm on: https://dappbay.bnbchain.org/red-alarm.; The contract contains some privileged role function which could mean some centralization risk, please be careful of rugpull risk.; The contract has some scam features such as Ponzi, Honeypot or fake token, please be careful of scam risk."
2023-09-21,0x8f2775e4be08055c7dd4ebf654628b183106a8e1,Top_TVL_Risky_Pool,37,5,The address is blacklisted based on threat intelligence or manual analysis.
2023-09-21,0xbe96fcf736ad906b1821ef74a0e4e346c74e6221,Top_TVL_Risky_Pool,35,4,"The address is blacklisted based on threat intelligence or manual analysis.; The contract contains some privileged role function which could mean some centralization risk, please be careful of rugpull risk.; The contract has some scam features such as Ponzi, Honeypot or fake token, please be careful of scam risk."
2023-09-21,0x902d9367a4de541926e1ed55287fac8eed959d6d,Top_TVL_Risky_Pool,35,5,The address is blacklisted based on threat intelligence or manual analysis.
2023-09-21,0x14beb72194866e1b4d6ffad3cd5b488f76168b61,Top_TVL_Risky_Pool,34,4,The address is blacklisted based on threat intelligence or manual analysis.
2023-09-21,0xa776f5b86cc520861f55a261515264e3bd86e72e,Top_TVL_Risky_Pool,34,4,"The address is blacklisted based on threat intelligence or manual analysis.; The address was marked as red alarm on: https://dappbay.bnbchain.org/red-alarm.; The contract contains some privileged role function which could mean some centralization risk, please be careful of rugpull risk."
2023-09-21,0xb1a1d06d42a43a8fcfdc7fdcd744f7ef03e8ad1a,Top_TVL_Risky_Pool,33,5,The address is blacklisted based on threat intelligence or manual analysis.; The address was marked as red alarm on: https://dappbay.bnbchain.org/red-alarm.
2023-09-21,0xa77346760341460b42c230ca6d21d4c8e743fa9c,Top_TVL_Risky_Pool,33,4,"The address was marked as red alarm on: https://dappbay.bnbchain.org/red-alarm.; The contract contains some privileged role function which could mean some centralization risk, please be careful of rugpull risk."
2023-09-21,0x769c6f0c5c2bcd1b76638bd58e5350f5c94128f3,Top_TVL_Risky_Pool,33,4,"The contract contains some privileged role function which could mean some centralization risk, please be careful of rugpull risk.; The contract has some scam features such as Ponzi, Honeypot or fake token, please be careful of scam risk."
2023-09-21,0x2266362f414bf2476c5465dc2ea953fe2a99ae1c,Top_TVL_Risky_Pool,33,4,The address is blacklisted based on threat intelligence or manual analysis.; The address was marked as red alarm on: https://dappbay.bnbchain.org/red-alarm.
2023-09-21,0x378b7a04c7cc71556319cd031cd56b1f986e2024,Top_TVL_Risky_Pool,33,5,"The address was marked as red alarm on: https://dappbay.bnbchain.org/red-alarm.; The contract has some scam features such as Ponzi, Honeypot or fake token, please be careful of scam risk."
2023-09-21,0x08ba0619b1e7a582e0bce5bbe9843322c954c340,Top_TVL_Risky_Pool,31,4,The address is blacklisted based on threat intelligence or manual analysis.; The address was marked as red alarm on: https://dappbay.bnbchain.org/red-alarm.
2023-09-21,0x150cbd6e82d63db545ff8904de365b9154b0b386,Top_TVL_Risky_Pool,31,4,The address is blacklisted based on threat intelligence or manual analysis.
2023-09-21,0x9c2b1b3780a8b36b695f0b2781668664ac1bf25a,Top_TVL_Risky_Pool,31,4,"The address is blacklisted based on threat intelligence or manual analysis.; The contract contains some privileged role function which could mean some centralization risk, please be careful of rugpull risk.; The contract has some scam features such as Ponzi, Honeypot or fake token, please be careful of scam risk."
2023-09-21,0xc257bb8e08a85d1330718f1663070fec332e8cad,Top_TVL_Risky_Pool,31,4,"The address was marked as red alarm on: https://dappbay.bnbchain.org/red-alarm.; The contract has some scam features such as Ponzi, Honeypot or fake token, please be careful of scam risk."
2023-09-21,0x185674a45c57ebb884c609c2619740f2994767e9,Top_TVL_Risky_Pool,30,4,The address was marked as red alarm on: https://dappbay.bnbchain.org/red-alarm.
2023-09-21,0x75afa9915b2210cd6329e820af0365e932bc1dd5,Top_TVL_Risky_Pool,30,4,The address is blacklisted based on threat intelligence or manual analysis.; The address was marked as red alarm on: https://dappbay.bnbchain.org/red-alarm.
2023-09-21,0x6e9f02f933575cc5f7938fc55ed304f3435d3508,Top_TVL_Risky_Pool,30,4,The address is blacklisted based on threat intelligence or manual analysis.; The address was marked as red alarm on: https://dappbay.bnbchain.org/red-alarm.
2023-09-21,0xd2c8cdab8e68be3785db77f160a436a0e0905c34,Top_TVL_Risky_Pool,29,4,"The address is blacklisted based on threat intelligence or manual analysis.; The address was marked as red alarm on: https://dappbay.bnbchain.org/red-alarm.; The contract contains some backdoor function which could mean the owner has some potentially malicious intent, please be careful of rugpull risk."
2023-09-21,0xacb8f52dc63bb752a51186d1c55868adbffee9c1,Top_TVL_Risky_Pool,29,4,"The address was marked as red alarm on: https://dappbay.bnbchain.org/red-alarm.; The contract has some scam features such as Ponzi, Honeypot or fake token, please be careful of scam risk."
2023-09-21,0xe6f935dd49346a86da554cb5d329774ad750e09b,Top_TVL_Risky_Pool,29,4,"The address is blacklisted based on threat intelligence or manual analysis.; The address was marked as red alarm on: https://dappbay.bnbchain.org/red-alarm.; The contract has some scam features such as Ponzi, Honeypot or fake token, please be careful of scam risk."
2023-09-21,0x5b0dfe077b16479715c9838eb644892008abbfe6,Top_TVL_Risky_Pool,29,4,"The contract contains some privileged role function which could mean some centralization risk, please be careful of rugpull risk.; The contract has some scam features such as Ponzi, Honeypot or fake token, please be careful of scam risk."
2023-09-21,0xc8db8db785ea4f3d1b114114f536f33efb53804d,Top_TVL_Risky_Pool,28,4,The address was marked as red alarm on: https://dappbay.bnbchain.org/red-alarm.
2023-09-21,0xf41dd933602db4ec12ac3e50d7950eedc1a775fd,Top_TVL_Risky_Pool,27,4,"The contract is unverified which always indicates some potential risks, please be careful of scam or hack risk."
2023-09-21,0x7d18f3fe6e638fad0adacc5db1a47f871a2c2cc4,Top_TVL_Risky_Pool,26,4,"The address is blacklisted based on threat intelligence or manual analysis.; The address was marked as red alarm on: https://dappbay.bnbchain.org/red-alarm.; The contract contains some backdoor function which could mean the owner has some potentially malicious intent, please be careful of rugpull risk.; The contract contains some privileged role function which could mean some centralization risk, please be careful of rugpull risk."
2023-09-21,0x6aac56305825f712fd44599e59f2ede51d42c3e7,Top_TVL_Risky_Pool,26,4,The address was marked as red alarm on: https://dappbay.bnbchain.org/red-alarm.
2023-09-21,0x2b2db264b72e1bc45e1cd1a4fab6c3e4a20c3333,Top_TVL_Risky_Pool,26,4,The address was marked as red alarm on: https://dappbay.bnbchain.org/red-alarm.
2023-09-21,0xadcfc6bf853a0a8ad7f9ff4244140d10cf01363c,Top_TVL_Risky_Pool,25,4,"The address was marked as red alarm on: https://dappbay.bnbchain.org/red-alarm.; The contract contains some privileged role function which could mean some centralization risk, please be careful of rugpull risk."
2023-09-21,0x5b8650cd999b23cf39ab12e3213fbc8709c7f5cb,Top_TVL_Risky_Pool,25,4,The address is blacklisted based on threat intelligence or manual analysis.; The address was marked as red alarm on: https://dappbay.bnbchain.org/red-alarm.
2023-09-21,0x2bede63816d611edf6649cda5dfcc90d1f35c8fc,Top_TVL_Risky_Pool,24,4,The address was marked as red alarm on: https://dappbay.bnbchain.org/red-alarm.
2023-09-21,0x83ea1c931922b75cd7c8a8e97dd6e167e7e09b9d,Top_TVL_Risky_Pool,23,4,"The address was marked as red alarm on: https://dappbay.bnbchain.org/red-alarm.; The contract has some scam features such as Ponzi, Honeypot or fake token, please be careful of scam risk."
2023-09-21,0x739e81bcd49854d7bdf526302989f14a2e7994b2,Top_TVL_Risky_Pool,23,4,"The contract contains some backdoor function which could mean the owner has some potentially malicious intent, please be careful of rugpull risk.; The contract contains some privileged role function which could mean some centralization risk, please be careful of rugpull risk.; The contract has some scam features such as Ponzi, Honeypot or fake token, please be careful of scam risk."
2023-09-21,0x4ee98216499b81a9942e7aa77970b68c792ff679,Top_TVL_Risky_Pool,23,4,"The address is blacklisted based on threat intelligence or manual analysis.; The address was marked as red alarm on: https://dappbay.bnbchain.org/red-alarm.; The contract has some scam features such as Ponzi, Honeypot or fake token, please be careful of scam risk."
2023-09-21,0x638deed975af106d7d721f92047b369f82241020,Top_TVL_Risky_Pool,23,4,The address was marked as red alarm on: https://dappbay.bnbchain.org/red-alarm.
2023-09-21,0x9550ba92515fa17b2df02a31b02e93400f185b98,Top_TVL_Risky_Pool,22,4,"The address is blacklisted based on threat intelligence or manual analysis.; The address was marked as red alarm on: https://dappbay.bnbchain.org/red-alarm.; The contract contains some privileged role function which could mean some centralization risk, please be careful of rugpull risk."
2023-09-21,0x6578f2f8387f30b3302b9d4ddb1d46f51c9fb8e4,Top_TVL_Risky_Pool,22,4,The address was marked as red alarm on: https://dappbay.bnbchain.org/red-alarm.
2023-09-21,0x71cce0035d82c21cf4b908bcd8f1117fff0fa623,Top_TVL_Risky_Pool,22,4,"The address is blacklisted based on threat intelligence or manual analysis.; The address was marked as red alarm on: https://dappbay.bnbchain.org/red-alarm.; The contract has some scam features such as Ponzi, Honeypot or fake token, please be careful of scam risk."
2023-09-21,0x24086eab82dbdaa4771d0a5d66b0d810458b0e86,Top_TVL_Risky_Pool,22,4,"The address was marked as red alarm on: https://dappbay.bnbchain.org/red-alarm.; The contract has some scam features such as Ponzi, Honeypot or fake token, please be careful of scam risk."
2023-09-21,0x3c1748d647e6a56b37b66fcd2b5626d0461d3aa0,Top_TVL_Risky_Pool,21,4,The address was marked as red alarm on: https://dappbay.bnbchain.org/red-alarm.
2023-09-21,0xb6b91269413b6b99242b1c0bc611031529999999,Top_TVL_Risky_Pool,21,4,The address was marked as red alarm on: https://dappbay.bnbchain.org/red-alarm.
2023-09-21,0x0f9adaaccd7caecc5019194e15ad19624fed95fa,Top_TVL_Risky_Pool,21,5,The address is blacklisted based on threat intelligence or manual analysis.
2023-09-21,0xfc86168f78e329347a1be1910ee9c54f496a9999,Top_TVL_Risky_Pool,20,4,The address was marked as red alarm on: https://dappbay.bnbchain.org/red-alarm.
2023-09-21,0xf3b185ab60128e4c08008fd90c3f1f01f4b78d50,Top_TVL_Risky_Pool,20,4,"The address is blacklisted based on threat intelligence or manual analysis.; The address was marked as red alarm on: https://dappbay.bnbchain.org/red-alarm.; The contract contains some backdoor function which could mean the owner has some potentially malicious intent, please be careful of rugpull risk.; The contract contains some privileged role function which could mean some centralization risk, please be careful of rugpull risk.; The contract has some scam features such as Ponzi, Honeypot or fake token, please be careful of scam risk."
2023-09-21,0x0ebc30459551858e81306d583025d12c7d795fa2,Top_TVL_Risky_Pool,20,4,"The contract contains some privileged role function which could mean some centralization risk, please be careful of rugpull risk.; The contract has some scam features such as Ponzi, Honeypot or fake token, please be careful of scam risk."
2023-09-21,0x808f1350dff684c099f4837a01d863fc61a86bc6,Top_TVL_Risky_Pool,20,4,The address was marked as red alarm on: https://dappbay.bnbchain.org/red-alarm.
2023-09-21,0x767b04d1f1dde2a056cec1ab3bd51d1c286366db,Top_TVL_Risky_Pool,20,4,The address is blacklisted based on threat intelligence or manual analysis.; The address was marked as red alarm on: https://dappbay.bnbchain.org/red-alarm.
2023-09-21,0xafb64e73def6faa8b6ef9a6fb7312d5c4c15ebdb,Top_TVL_Risky_Pool,19,4,"The address was marked as red alarm on: https://dappbay.bnbchain.org/red-alarm.; The contract contains some backdoor function which could mean the owner has some potentially malicious intent, please be careful of rugpull risk.; The contract has some scam features such as Ponzi, Honeypot or fake token, please be careful of scam risk."
2023-09-21,0xa4a66d8a705260c8cb1ebb59224e018015294f48,Top_TVL_Risky_Pool,19,4,The address is blacklisted based on threat intelligence or manual analysis.; The address was marked as red alarm on: https://dappbay.bnbchain.org/red-alarm.
2023-09-21,0x72eb7ca07399ec402c5b7aa6a65752b6a1dc0c27,Top_TVL_Risky_Pool,19,4,The address is blacklisted based on threat intelligence or manual analysis.; The address was marked as red alarm on: https://dappbay.bnbchain.org/red-alarm.
2023-09-21,0x16dcc0ec78e91e868dca64be86aec62bf7c61037,Top_TVL_Risky_Pool,19,4,"The address was marked as red alarm on: https://dappbay.bnbchain.org/red-alarm.; The contract contains some backdoor function which could mean the owner has some potentially malicious intent, please be careful of rugpull risk.; The contract contains some privileged role function which could mean some centralization risk, please be careful of rugpull risk."
2023-09-21,0x05243e4e2c041d24408d0751c1031e9b435445da,Top_TVL_Risky_Pool,19,4,The address is blacklisted based on threat intelligence or manual analysis.
2023-09-21,0x0e5f989ce525acc4ee45506af91964f7f4c9f2e9,Top_TVL_Risky_Pool,19,4,"The contract contains some privileged role function which could mean some centralization risk, please be careful of rugpull risk.; The contract has some scam features such as Ponzi, Honeypot or fake token, please be careful of scam risk."
2023-09-21,0xfad8e46123d7b4e77496491769c167ff894d2acb,Top_TVL_Risky_Pool,19,4,"The address is blacklisted based on threat intelligence or manual analysis.; The address was marked as red alarm on: https://dappbay.bnbchain.org/red-alarm.; The contract contains some privileged role function which could mean some centralization risk, please be careful of rugpull risk.; The contract has some scam features such as Ponzi, Honeypot or fake token, please be careful of scam risk."
2023-09-21,0x733af324146dcfe743515d8d77dc25140a07f9e0,Top_TVL_Risky_Pool,18,4,"The address is blacklisted based on threat intelligence or manual analysis.; The address was marked as red alarm on: https://dappbay.bnbchain.org/red-alarm.; The contract contains some privileged role function which could mean some centralization risk, please be careful of rugpull risk.; The contract has some scam features such as Ponzi, Honeypot or fake token, please be careful of scam risk."
2023-09-21,0x3b78458981eb7260d1f781cb8be2caac7027dbe2,Top_TVL_Risky_Pool,18,4,"The address was marked as red alarm on: https://dappbay.bnbchain.org/red-alarm.; The contract contains some privileged role function which could mean some centralization risk, please be careful of rugpull risk."
2023-09-21,0x89c1af791d7b4cf046dca8fa10a41dd2298a6a3f,Top_TVL_Risky_Pool,18,4,"The address was marked as red alarm on: https://dappbay.bnbchain.org/red-alarm.; The contract has some scam features such as Ponzi, Honeypot or fake token, please be careful of scam risk."
2023-09-21,0xd024ac1195762f6f13f8cfdf3cdd2c97b33b248b,Top_TVL_Risky_Pool,17,5,The address is blacklisted based on threat intelligence or manual analysis.
2023-09-21,0x53b3338e3345758ae88b930e3d9759a95c5ce05c,Top_TVL_Risky_Pool,17,4,"The address was marked as red alarm on: https://dappbay.bnbchain.org/red-alarm.; The contract contains some privileged role function which could mean some centralization risk, please be careful of rugpull risk."
2023-09-21,0x7704d0ead6f74e625d7371b079d8b2475bc852d4,Top_TVL_Risky_Pool,17,4,"The address was marked as red alarm on: https://dappbay.bnbchain.org/red-alarm.; The contract has some scam features such as Ponzi, Honeypot or fake token, please be careful of scam risk."
2023-09-21,0x4d9f39f7cb7c7444335077223ceef33dbb58096f,Top_TVL_Risky_Pool,17,4,The address is blacklisted based on threat intelligence or manual analysis.; The address was marked as red alarm on: https://dappbay.bnbchain.org/red-alarm.
2023-09-21,0x6911f552842236bd9e8ea8ddbb3fb414e2c5fa9d,Top_TVL_Risky_Pool,17,4,"The address was marked as red alarm on: https://dappbay.bnbchain.org/red-alarm.; The contract contains some privileged role function which could mean some centralization risk, please be careful of rugpull risk."
2023-09-21,0xf606bd19b1e61574ed625d9ea96c841d4e247a32,Top_TVL_Risky_Pool,17,4,The address is blacklisted based on threat intelligence or manual analysis.; The address was marked as red alarm on: https://dappbay.bnbchain.org/red-alarm.
2023-09-21,0xdfe29afdf5a7d0bb92a01a56adabfa87d652e0e7,Top_TVL_Risky_Pool,17,4,"The contract contains some privileged role function which could mean some centralization risk, please be careful of rugpull risk.; The contract has some scam features such as Ponzi, Honeypot or fake token, please be careful of scam risk."
2023-09-21,0x051f9876fead11e788656845778367cf8573be96,Top_TVL_Risky_Pool,17,4,The address is blacklisted based on threat intelligence or manual analysis.; The address was marked as red alarm on: https://dappbay.bnbchain.org/red-alarm.
2023-09-21,0xcb0fb26acc42f6da0efe1a3e42567409acedd119,Top_TVL_Risky_Pool,17,4,The address was marked as red alarm on: https://dappbay.bnbchain.org/red-alarm.
2023-09-21,0x4d50e3f89bbc63d199e1bbbd04cd15bf2382592b,Top_TVL_Risky_Pool,17,5,"The address is blacklisted based on threat intelligence or manual analysis.; The address was marked as red alarm on: https://dappbay.bnbchain.org/red-alarm.; The contract has some scam features such as Ponzi, Honeypot or fake token, please be careful of scam risk."
2023-09-21,0x04c747b40be4d535fc83d09939fb0f626f32800b,Top_TVL_Risky_Pool,16,4,The address was marked as red alarm on: https://dappbay.bnbchain.org/red-alarm.
2023-09-21,0x7a9c8d33963aecca9a821802adfaf5bd9392351f,Top_TVL_Risky_Pool,16,4,The address is blacklisted based on threat intelligence or manual analysis.; The address was marked as red alarm on: https://dappbay.bnbchain.org/red-alarm.
2023-09-21,0x0f5351b9eaefd6687dff143de6ea5d01cb9c1205,Top_TVL_Risky_Pool,16,4,The address was marked as red alarm on: https://dappbay.bnbchain.org/red-alarm.
2023-09-21,0x5f320c3b8f82acfe8f2bb1c85d63aa66a7ff524f,Top_TVL_Risky_Pool,16,4,"The address is blacklisted based on threat intelligence or manual analysis.; The address was marked as red alarm on: https://dappbay.bnbchain.org/red-alarm.; The contract contains some privileged role function which could mean some centralization risk, please be careful of rugpull risk."
2023-09-21,0x3fafcf73c4a63b00bfa5f42fcc5565bc65e81b90,Top_TVL_Risky_Pool,16,4,"The address was marked as red alarm on: https://dappbay.bnbchain.org/red-alarm.; The contract contains some backdoor function which could mean the owner has some potentially malicious intent, please be careful of rugpull risk.; The contract has some scam features such as Ponzi, Honeypot or fake token, please be careful of scam risk."
2023-09-21,0xc0366a104b429f0806bfa98d0008daa9555b2bed,Top_TVL_Risky_Pool,16,4,"The address was marked as red alarm on: https://dappbay.bnbchain.org/red-alarm.; The contract has some scam features such as Ponzi, Honeypot or fake token, please be careful of scam risk."
2023-09-21,0x610243ee8eac0d212ac2792f70617fcb9b4fa583,Top_TVL_Risky_Pool,15,4,"The address was marked as red alarm on: https://dappbay.bnbchain.org/red-alarm.; The contract contains some privileged role function which could mean some centralization risk, please be careful of rugpull risk."
2023-09-21,0xcc079ca45b62c5bc0064e0b40a2dd3d409503119,Top_TVL_Risky_Pool,15,4,The address is blacklisted based on threat intelligence or manual analysis.; The address was marked as red alarm on: https://dappbay.bnbchain.org/red-alarm.
2023-09-21,0x152ad7dc399269fa65d19bd7a790ea8aa5b23dad,Top_TVL_Risky_Pool,15,4,"The address was marked as red alarm on: https://dappbay.bnbchain.org/red-alarm.; The contract has some scam features such as Ponzi, Honeypot or fake token, please be careful of scam risk."
